grade,num_tested,pct_ccr,pct_glp,school_code,subgroup,subject,type,year,school_name,district_name,County name
ALL,316,51.3,58.9,230348,ALL,ALL,ALL,2017,Jefferson Elementary,Cleveland County School District,Cleveland
ALL,320,51.9,61.3,230348,ALL,ALL,ALL,2016,Jefferson Elementary,Cleveland County School District,Cleveland
ALL,296,53,61.8,230348,ALL,ALL,ALL,2015,Jefferson Elementary,Cleveland County School District,Cleveland
ALL,310,52.9,63.5,230348,ALL,ALL,ALL,2014,Jefferson Elementary,Cleveland County School District,Cleveland
ALL,306,55.9,64.4,230348,ALL,ALL,ALL,2013,Jefferson Elementary,Cleveland County School District,Cleveland
ALL,928,51.4,62.8,230350,ALL,ALL,ALL,2017,Kings Mountain High,Cleveland County School District,Cleveland
ALL,976,55.1,66.1,230350,ALL,ALL,ALL,2016,Kings Mountain High,Cleveland County School District,Cleveland
ALL,949,51.2,62.5,230350,ALL,ALL,ALL,2015,Kings Mountain High,Cleveland County School District,Cleveland
ALL,985,53.5,64.9,230350,ALL,ALL,ALL,2014,Kings Mountain High,Cleveland County School District,Cleveland
ALL,995,51.6,63.8,230350,ALL,ALL,ALL,2013,Kings Mountain High,Cleveland County School District,Cleveland
ALL,1643,59,68.4,230351,ALL,ALL,ALL,2017,Kings Mountain Intermediate,Cleveland County School District,Cleveland
ALL,1652,61.1,70.9,230351,ALL,ALL,ALL,2016,Kings Mountain Intermediate,Cleveland County School District,Cleveland
ALL,1650,56.5,65.6,230351,ALL,ALL,ALL,2015,Kings Mountain Intermediate,Cleveland County School District,Cleveland
ALL,1449,54.5,63.6,230351,ALL,ALL,ALL,2014,Kings Mountain Intermediate,Cleveland County School District,Cleveland
ALL,1609,54.9,64.4,230351,ALL,ALL,ALL,2013,Kings Mountain Intermediate,Cleveland County School District,Cleveland
ALL,1516,55.9,64.2,230352,ALL,ALL,ALL,2017,Kings Mountain Middle,Cleveland County School District,Cleveland
ALL,1592,49.6,57.9,230352,ALL,ALL,ALL,2016,Kings Mountain Middle,Cleveland County School District,Cleveland
ALL,1708,44.4,55.5,230352,ALL,ALL,ALL,2015,Kings Mountain Middle,Cleveland County School District,Cleveland
ALL,1719,50,58.9,230352,ALL,ALL,ALL,2014,Kings Mountain Middle,Cleveland County School District,Cleveland
ALL,1719,51.9,61.7,230352,ALL,ALL,ALL,2013,Kings Mountain Middle,Cleveland County School District,Cleveland
ALL,254,44.9,58.7,230355,ALL,ALL,ALL,2017,Marion Elementary,Cleveland County School District,Cleveland
ALL,250,42.8,57.2,230355,ALL,ALL,ALL,2016,Marion Elementary,Cleveland County School District,Cleveland
ALL,224,45.1,58.9,230355,ALL,ALL,ALL,2015,Marion Elementary,Cleveland County School District,Cleveland
ALL,240,42.9,54.6,230355,ALL,ALL,ALL,2014,Marion Elementary,Cleveland County School District,Cleveland
ALL,288,43.8,56.3,230355,ALL,ALL,ALL,2013,Marion Elementary,Cleveland County School District,Cleveland
ALL,224,55.4,64.3,230357,ALL,ALL,ALL,2017,North Elementary,Cleveland County School District,Cleveland
ALL,244,57.8,68,230357,ALL,ALL,ALL,2016,North Elementary,Cleveland County School District,Cleveland
ALL,212,69.3,77.8,230357,ALL,ALL,ALL,2015,North Elementary,Cleveland County School District,Cleveland
ALL,198,68.2,80.3,230357,ALL,ALL,ALL,2014,North Elementary,Cleveland County School District,Cleveland
ALL,162,67.3,75.3,230357,ALL,ALL,ALL,2013,North Elementary,Cleveland County School District,Cleveland
ALL,98,17.3,40.8,230359,ALL,ALL,ALL,2017,North Shelby,Cleveland County School District,Cleveland
ALL,110,32.7,48.2,230359,ALL,ALL,ALL,2016,North Shelby,Cleveland County School District,Cleveland
ALL,128,39.8,63.3,230359,ALL,ALL,ALL,2015,North Shelby,Cleveland County School District,Cleveland
ALL,131,35.1,63.4,230359,ALL,ALL,ALL,2014,North Shelby,Cleveland County School District,Cleveland
ALL,143,30.1,57.3,230359,ALL,ALL,ALL,2013,North Shelby,Cleveland County School District,Cleveland
ALL,670,33.1,39.4,230361,ALL,ALL,ALL,2017,Shelby High,Cleveland County School District,Cleveland
ALL,654,30.4,40.2,230361,ALL,ALL,ALL,2016,Shelby High,Cleveland County School District,Cleveland
ALL,675,33.8,44.1,230361,ALL,ALL,ALL,2015,Shelby High,Cleveland County School District,Cleveland
ALL,630,36.5,46.8,230361,ALL,ALL,ALL,2014,Shelby High,Cleveland County School District,Cleveland
ALL,603,37.5,47.3,230361,ALL,ALL,ALL,2013,Shelby High,Cleveland County School District,Cleveland
ALL,1116,51.1,60,230362,ALL,ALL,ALL,2017,Shelby Middle,Cleveland County School District,Cleveland
ALL,1185,42,49.3,230362,ALL,ALL,ALL,2016,Shelby Middle,Cleveland County School District,Cleveland
ALL,1222,45.8,54.3,230362,ALL,ALL,ALL,2015,Shelby Middle,Cleveland County School District,Cleveland
ALL,1248,35,43.3,230362,ALL,ALL,ALL,2014,Shelby Middle,Cleveland County School District,Cleveland
ALL,1278,42.7,52.5,230362,ALL,ALL,ALL,2013,Shelby Middle,Cleveland County School District,Cleveland
ALL,776,60.4,70.1,230364,ALL,ALL,ALL,2017,Springmore Elementary,Cleveland County School District,Cleveland
ALL,745,57.7,67.5,230364,ALL,ALL,ALL,2016,Springmore Elementary,Cleveland County School District,Cleveland
ALL,772,61.8,71.5,230364,ALL,ALL,ALL,2015,Springmore Elementary,Cleveland County School District,Cleveland
ALL,755,59.6,69.4,230364,ALL,ALL,ALL,2014,Springmore Elementary,Cleveland County School District,Cleveland
ALL,845,60.2,70.3,230364,ALL,ALL,ALL,2013,Springmore Elementary,Cleveland County School District,Cleveland
ALL,842,37.8,47.6,230368,ALL,ALL,ALL,2017,Township Three Elementary,Cleveland County School District,Cleveland
ALL,689,40.8,52.4,230368,ALL,ALL,ALL,2016,Township Three Elementary,Cleveland County School District,Cleveland
ALL,747,41.4,52.5,230368,ALL,ALL,ALL,2015,Township Three Elementary,Cleveland County School District,Cleveland
ALL,682,41.6,53.2,230368,ALL,ALL,ALL,2014,Township Three Elementary,Cleveland County School District,Cleveland
ALL,760,43.6,55.8,230368,ALL,ALL,ALL,2013,Township Three Elementary,Cleveland County School District,Cleveland
ALL,434,43.3,55.3,230370,ALL,ALL,ALL,2017,Union Elementary,Cleveland County School District,Cleveland
ALL,458,46.1,54.4,230370,ALL,ALL,ALL,2016,Union Elementary,Cleveland County School District,Cleveland
ALL,430,54.7,64.7,230370,ALL,ALL,ALL,2015,Union Elementary,Cleveland County School District,Cleveland
ALL,480,45.2,56.5,230370,ALL,ALL,ALL,2014,Union Elementary,Cleveland County School District,Cleveland
ALL,460,47.8,60.7,230370,ALL,ALL,ALL,2013,Union Elementary,Cleveland County School District,Cleveland
ALL,398,56.3,65.3,230376,ALL,ALL,ALL,2017,Washington Elementary,Cleveland County School District,Cleveland
ALL,398,58.8,69.8,230376,ALL,ALL,ALL,2016,Washington Elementary,Cleveland County School District,Cleveland
ALL,395,60,68.9,230376,ALL,ALL,ALL,2015,Washington Elementary,Cleveland County School District,Cleveland
ALL,428,53,63.6,230376,ALL,ALL,ALL,2014,Washington Elementary,Cleveland County School District,Cleveland
ALL,403,46.7,58.8,230376,ALL,ALL,ALL,2013,Washington Elementary,Cleveland County School District,Cleveland
ALL,252,61.1,73,230380,ALL,ALL,ALL,2017,West Elementary,Cleveland County School District,Cleveland
ALL,238,66.8,77.7,230380,ALL,ALL,ALL,2016,West Elementary,Cleveland County School District,Cleveland
ALL,252,64.7,74.6,230380,ALL,ALL,ALL,2015,West Elementary,Cleveland County School District,Cleveland
ALL,274,72.3,78.8,230380,ALL,ALL,ALL,2014,West Elementary,Cleveland County School District,Cleveland
ALL,274,68.2,76.3,230380,ALL,ALL,ALL,2013,West Elementary,Cleveland County School District,Cleveland
ALL,296,22.6,32.1,240304,ALL,ALL,ALL,2017,Acme Delco Middle,Columbus County School District,Columbus
ALL,318,28.6,44.7,240304,ALL,ALL,ALL,2016,Acme Delco Middle,Columbus County School District,Columbus
ALL,321,28,40.5,240304,ALL,ALL,ALL,2015,Acme Delco Middle,Columbus County School District,Columbus
ALL,337,24,33.5,240304,ALL,ALL,ALL,2014,Acme Delco Middle,Columbus County School District,Columbus
ALL,375,19.2,29.9,240304,ALL,ALL,ALL,2013,Acme Delco Middle,Columbus County School District,Columbus
ALL,336,49.4,64,240308,ALL,ALL,ALL,2017,Acme Delco Elementary,Columbus County School District,Columbus
ALL,319,51.4,65.5,240308,ALL,ALL,ALL,2016,Acme Delco Elementary,Columbus County School District,Columbus
ALL,350,48.6,60.9,240308,ALL,ALL,ALL,2015,Acme Delco Elementary,Columbus County School District,Columbus
ALL,376,30.9,42,240308,ALL,ALL,ALL,2014,Acme Delco Elementary,Columbus County School District,Columbus
ALL,370,28.9,37,240308,ALL,ALL,ALL,2013,Acme Delco Elementary,Columbus County School District,Columbus
ALL,521,47.2,63.1,240328,ALL,ALL,ALL,2017,Cerro Gordo Elementary,Columbus County School District,Columbus
ALL,545,50.6,66.2,240328,ALL,ALL,ALL,2016,Cerro Gordo Elementary,Columbus County School District,Columbus
ALL,560,51.4,65,240328,ALL,ALL,ALL,2015,Cerro Gordo Elementary,Columbus County School District,Columbus
ALL,582,44.8,55,240328,ALL,ALL,ALL,2014,Cerro Gordo Elementary,Columbus County School District,Columbus
ALL,577,39.9,51.3,240328,ALL,ALL,ALL,2013,Cerro Gordo Elementary,Columbus County School District,Columbus
ALL,243,31.7,46.1,240330,ALL,ALL,ALL,2017,Chadbourn Middle,Columbus County School District,Columbus
ALL,239,25.1,36.4,240330,ALL,ALL,ALL,2016,Chadbourn Middle,Columbus County School District,Columbus
ALL,292,35.6,49.3,240330,ALL,ALL,ALL,2015,Chadbourn Middle,Columbus County School District,Columbus
ALL,290,34.8,41.7,240330,ALL,ALL,ALL,2014,Chadbourn Middle,Columbus County School District,Columbus
ALL,340,22.1,30.9,240330,ALL,ALL,ALL,2013,Chadbourn Middle,Columbus County School District,Columbus
ALL,281,32.4,45.2,240332,ALL,ALL,ALL,2017,Chadbourn Elementary,Columbus County School District,Columbus
ALL,271,39.5,52.8,240332,ALL,ALL,ALL,2016,Chadbourn Elementary,Columbus County School District,Columbus
ALL,234,30.3,44,240332,ALL,ALL,ALL,2015,Chadbourn Elementary,Columbus County School District,Columbus
ALL,258,20.9,33.3,240332,ALL,ALL,ALL,2014,Chadbourn Elementary,Columbus County School District,Columbus
ALL,305,17,26.9,240332,ALL,ALL,ALL,2013,Chadbourn Elementary,Columbus County School District,Columbus
ALL,324,33,42.9,240334,ALL,ALL,ALL,2017,East Columbus High,Columbus County School District,Columbus
ALL,270,32.6,46.7,240334,ALL,ALL,ALL,2016,East Columbus High,Columbus County School District,Columbus
ALL,322,30.7,41,240334,ALL,ALL,ALL,2015,East Columbus High,Columbus County School District,Columbus
ALL,386,24.6,36.5,240334,ALL,ALL,ALL,2014,East Columbus High,Columbus County School District,Columbus
ALL,370,29.5,40.8,240334,ALL,ALL,ALL,2013,East Columbus High,Columbus County School District,Columbus
ALL,419,27.4,41.1,240344,ALL,ALL,ALL,2017,Evergreen Elementary,Columbus County School District,Columbus
ALL,377,34.5,50.9,240344,ALL,ALL,ALL,2016,Evergreen Elementary,Columbus County School District,Columbus
ALL,429,32.9,44.1,240344,ALL,ALL,ALL,2015,Evergreen Elementary,Columbus County School District,Columbus
ALL,460,33.3,45.4,240344,ALL,ALL,ALL,2014,Evergreen Elementary,Columbus County School District,Columbus
ALL,487,33.3,43.1,240344,ALL,ALL,ALL,2013,Evergreen Elementary,Columbus County School District,Columbus
ALL,132,45.5,60.6,240352,ALL,ALL,ALL,2017,Guideway Elementary,Columbus County School District,Columbus
ALL,119,52.9,64.7,240352,ALL,ALL,ALL,2016,Guideway Elementary,Columbus County School District,Columbus
ALL,171,36.8,49.1,240352,ALL,ALL,ALL,2015,Guideway Elementary,Columbus County School District,Columbus
ALL,182,21.4,31.3,240352,ALL,ALL,ALL,2014,Guideway Elementary,Columbus County School District,Columbus
ALL,217,24.9,37.3,240352,ALL,ALL,ALL,2013,Guideway Elementary,Columbus County School District,Columbus
ALL,430,42.8,57.7,240354,ALL,ALL,ALL,2017,Hallsboro-Artesia Elementary,Columbus County School District,Columbus
ALL,419,31,46.1,240354,ALL,ALL,ALL,2016,Hallsboro-Artesia Elementary,Columbus County School District,Columbus
ALL,431,29,40.1,240354,ALL,ALL,ALL,2015,Hallsboro-Artesia Elementary,Columbus County School District,Columbus
ALL,437,28.4,40.5,240354,ALL,ALL,ALL,2014,Hallsboro-Artesia Elementary,Columbus County School District,Columbus
ALL,452,19.7,27.9,240354,ALL,ALL,ALL,2013,Hallsboro-Artesia Elementary,Columbus County School District,Columbus
ALL,522,41.6,57.1,240356,ALL,ALL,ALL,2017,Hallsboro Middle,Columbus County School District,Columbus
ALL,512,34,46.9,240356,ALL,ALL,ALL,2016,Hallsboro Middle,Columbus County School District,Columbus
ALL,489,41.1,54.6,240356,ALL,ALL,ALL,2015,Hallsboro Middle,Columbus County School District,Columbus
ALL,485,31.1,42.1,240356,ALL,ALL,ALL,2014,Hallsboro Middle,Columbus County School District,Columbus
ALL,511,35.2,46,240356,ALL,ALL,ALL,2013,Hallsboro Middle,Columbus County School District,Columbus
ALL,415,46.3,59.5,240368,ALL,ALL,ALL,2017,Nakina Middle,Columbus County School District,Columbus
ALL,463,40,52.3,240368,ALL,ALL,ALL,2016,Nakina Middle,Columbus County School District,Columbus
ALL,490,44.9,60.4,240368,ALL,ALL,ALL,2015,Nakina Middle,Columbus County School District,Columbus
ALL,477,45.5,53.9,240368,ALL,ALL,ALL,2014,Nakina Middle,Columbus County School District,Columbus
ALL,542,41.3,51.8,240368,ALL,ALL,ALL,2013,Nakina Middle,Columbus County School District,Columbus
ALL,305,59.3,75.7,240370,ALL,ALL,ALL,2017,Old Dock Elementary,Columbus County School District,Columbus
ALL,321,56.7,72.9,240370,ALL,ALL,ALL,2016,Old Dock Elementary,Columbus County School District,Columbus
ALL,335,61.8,78.5,240370,ALL,ALL,ALL,2015,Old Dock Elementary,Columbus County School District,Columbus
ALL,267,53.2,64,240370,ALL,ALL,ALL,2014,Old Dock Elementary,Columbus County School District,Columbus
ALL,265,45.7,55.1,240370,ALL,ALL,ALL,2013,Old Dock Elementary,Columbus County School District,Columbus
ALL,588,35.4,47.1,240371,ALL,ALL,ALL,2017,South Columbus High,Columbus County School District,Columbus
ALL,608,38,53.3,240371,ALL,ALL,ALL,2016,South Columbus High,Columbus County School District,Columbus
ALL,580,36,45.2,240371,ALL,ALL,ALL,2015,South Columbus High,Columbus County School District,Columbus
ALL,574,33.1,44.3,240371,ALL,ALL,ALL,2014,South Columbus High,Columbus County School District,Columbus
ALL,591,38.6,49.1,240371,ALL,ALL,ALL,2013,South Columbus High,Columbus County School District,Columbus
ALL,390,42.3,55.6,240372,ALL,ALL,ALL,2017,Tabor City Elementary,Columbus County School District,Columbus
ALL,403,31.5,43.2,240372,ALL,ALL,ALL,2016,Tabor City Elementary,Columbus County School District,Columbus
ALL,450,30,41.1,240372,ALL,ALL,ALL,2015,Tabor City Elementary,Columbus County School District,Columbus
ALL,427,27.6,36.3,240372,ALL,ALL,ALL,2014,Tabor City Elementary,Columbus County School District,Columbus
ALL,437,35,45.3,240372,ALL,ALL,ALL,2013,Tabor City Elementary,Columbus County School District,Columbus
ALL,230,57,72.2,240373,ALL,ALL,ALL,2017,CCCA - Southeastern Campus,Columbus County School District,Columbus
ALL,226,44.7,58.8,240373,ALL,ALL,ALL,2016,CCCA - Southeastern Campus,Columbus County School District,Columbus
ALL,173,41,55.5,240373,ALL,ALL,ALL,2015,CCCA - Southeastern Campus,Columbus County School District,Columbus
ALL,225,36.4,51.6,240373,ALL,ALL,ALL,2014,CCCA - Southeastern Campus,Columbus County School District,Columbus
ALL,228,44.7,57.5,240373,ALL,ALL,ALL,2013,CCCA - Southeastern Campus,Columbus County School District,Columbus
ALL,383,21.9,31.9,240376,ALL,ALL,ALL,2017,Tabor City Middle,Columbus County School District,Columbus
ALL,400,30,41.5,240376,ALL,ALL,ALL,2016,Tabor City Middle,Columbus County School District,Columbus
ALL,429,35.4,44.8,240376,ALL,ALL,ALL,2015,Tabor City Middle,Columbus County School District,Columbus
ALL,517,27.9,36.9,240376,ALL,ALL,ALL,2014,Tabor City Middle,Columbus County School District,Columbus
ALL,559,29.7,36.7,240376,ALL,ALL,ALL,2013,Tabor City Middle,Columbus County School District,Columbus
ALL,294,39.8,54.4,240380,ALL,ALL,ALL,2017,West Columbus High,Columbus County School District,Columbus
ALL,355,45.1,57.7,240380,ALL,ALL,ALL,2016,West Columbus High,Columbus County School District,Columbus
ALL,356,29.8,41,240380,ALL,ALL,ALL,2015,West Columbus High,Columbus County School District,Columbus
ALL,367,29.2,40.9,240380,ALL,ALL,ALL,2014,West Columbus High,Columbus County School District,Columbus
ALL,335,36.7,50.7,240380,ALL,ALL,ALL,2013,West Columbus High,Columbus County School District,Columbus
ALL,1135,43.3,54.3,240388,ALL,ALL,ALL,2017,Williams Township,Columbus County School District,Columbus
ALL,1136,43.8,55.6,240388,ALL,ALL,ALL,2016,Williams Township,Columbus County School District,Columbus
ALL,1143,42.2,53.5,240388,ALL,ALL,ALL,2015,Williams Township,Columbus County School District,Columbus
ALL,1150,41.5,51.7,240388,ALL,ALL,ALL,2014,Williams Township,Columbus County School District,Columbus
ALL,1056,39.2,50.6,240388,ALL,ALL,ALL,2013,Williams Township,Columbus County School District,Columbus
ALL,1121,52.9,64.4,241304,ALL,ALL,ALL,2017,Central Middle,Whiteville City School District,Columbus
ALL,1164,49.8,62.1,241304,ALL,ALL,ALL,2016,Central Middle,Whiteville City School District,Columbus
ALL,1282,46.1,54.4,241304,ALL,ALL,ALL,2015,Central Middle,Whiteville City School District,Columbus
ALL,1205,48.4,57,241304,ALL,ALL,ALL,2014,Central Middle,Whiteville City School District,Columbus
ALL,1203,43.1,52.9,241304,ALL,ALL,ALL,2013,Central Middle,Whiteville City School District,Columbus
ALL,1236,50.6,62.8,241308,ALL,ALL,ALL,2017,Edgewood Elementary,Whiteville City School District,Columbus
ALL,1090,53.7,66.9,241308,ALL,ALL,ALL,2016,Edgewood Elementary,Whiteville City School District,Columbus
ALL,1130,48.7,58.3,241308,ALL,ALL,ALL,2015,Edgewood Elementary,Whiteville City School District,Columbus
ALL,1105,45.4,56.8,241308,ALL,ALL,ALL,2014,Edgewood Elementary,Whiteville City School District,Columbus
ALL,1097,38.7,50.1,241308,ALL,ALL,ALL,2013,Edgewood Elementary,Whiteville City School District,Columbus
ALL,49,16.3,28.6,241312,ALL,ALL,ALL,2017,North Whiteville Academy,Whiteville City School District,Columbus
ALL,39,5.1,10.3,241312,ALL,ALL,ALL,2016,North Whiteville Academy,Whiteville City School District,Columbus
ALL,34,5,8.8,241312,ALL,ALL,ALL,2015,North Whiteville Academy,Whiteville City School District,Columbus
ALL,31,6.5,12.9,241312,ALL,ALL,ALL,2014,North Whiteville Academy,Whiteville City School District,Columbus
ALL,43,16.3,25.6,241312,ALL,ALL,ALL,2013,North Whiteville Academy,Whiteville City School District,Columbus
ALL,551,44.6,56.8,241316,ALL,ALL,ALL,2017,Whiteville High,Whiteville City School District,Columbus
ALL,610,43.9,55.7,241316,ALL,ALL,ALL,2016,Whiteville High,Whiteville City School District,Columbus
ALL,555,42.9,53.9,241316,ALL,ALL,ALL,2015,Whiteville High,Whiteville City School District,Columbus
ALL,559,36,47.6,241316,ALL,ALL,ALL,2014,Whiteville High,Whiteville City School District,Columbus
ALL,531,38.6,49.5,241316,ALL,ALL,ALL,2013,Whiteville High,Whiteville City School District,Columbus
ALL,517,54.5,66.5,250304,ALL,ALL,ALL,2017,Albert H Bangert Elementary,Craven County School District,Craven
ALL,511,60.3,73.6,250304,ALL,ALL,ALL,2016,Albert H Bangert Elementary,Craven County School District,Craven
ALL,496,63.9,70.4,250304,ALL,ALL,ALL,2015,Albert H Bangert Elementary,Craven County School District,Craven
ALL,365,39.7,52.3,250304,ALL,ALL,ALL,2014,Albert H Bangert Elementary,Craven County School District,Craven
ALL,399,47.1,59.9,250304,ALL,ALL,ALL,2013,Albert H Bangert Elementary,Craven County School District,Craven
